,Text,is_pos
105,Doesn't work on androids Saw the magic on an iPhone. Bought a couple coloring books and tried with my Galaxy Note and nothing happens. Disappointed kids....especially after seeing it work on an iPhone.,false
106,Badd Very bad,false
107,The business is GREAT The app is horrible to be honest too long to try getting done at first...... moves very SHOW.... eventually I did it.... and the service was great....App still need more work in my pinion,false
108,Just constantly crashing Really enjoy the game when it works but just freezes up to often. Takes away from the enjoyment of the game. Using a Samsung Galaxy S5 lollipop update.,false
109,"not convinced if this app requires android 4.3 an up, then why does it not work on android 4.4.4 devices When you call vitality drive, they say the device is not compatible, how is it not compatible I don't understand",false
110,"Does not work on latest Android M preview I have been using this app since about 7 years, it seemed the purpose. But ever since i updated to Android M preview is not loading. Please fix it. You will get 5 stars.",false
111,page,false
112,Developer is begger Every 10 second  advertisement stop begging anyway uninstalling,false
113,Lack of features There is better gun apps out there.  There is no safety or manual  reloading.  Solid app but lacks the full steps of loading  a gun,false
114,"Definitely shows it's roots... This is a port of an old Flash game, and it definitely shows in the graphics. Also, it gets very monotonous very quickly.",false
115,Ummmm... This dose not make sense.I mean like it's weird and it's a mimic of minecraft but wierder.Thats all I have to say...OOI wish I can rate it zero star's.,false
116,Garbage Don't waste your time downloading. Only part of the menu items even show up and is overall uneasy to use.,false
117,Delete Well its just black every time i try opening it and I had some good beats to it but seems like you guys don't bother fixing amything rate 1 this is just bad,false
118,Needs fixing My talking bubbles wont work when i click on them they wont work. Slow and needs to be improved.,false
119,Fix it Please fix it can't record when Bluetooth is connected. U guys keep messing up a wonderful app,false
120,Cheap scam This is a cheap app which tries to trick your child into buying or installing other apps.,false
121,I hate it so much I just want to scream,false
122,"Keeps closing saying unfortunately maps has stopped working Can't do anything, always crashes",false
123,Angry parent It was fun but it stopped playing and some activities cannot be unlocked Do not download this crap,false
124,"OK to start,  nothing more. Game seemed decent,  but after around level 14 or so it decided I can't play without registering an account. Was decent for 30 min, that's it",false
125,Bring back old cp I will wreck your offices and show you memories of old cp I loved it so much next day I woke up and it was all changed and again bring it back I will be sending you in to the past Disney Love it never gonna stop playing,false
126,"rubbish i wasted a dollar on this rubbishware as i didn't check it out within 15 minutes of installing it. now that i see what trash this is, i sure wish that i had done so  i'd sure as heck get my refund lol",false
127,Don't install it Very bad game don't install it,false
128,             ,false
129,Data theft Check permissions before downloading. Why does it need to know what calls i make,false
130,No What is the the point of paying 2 pound when you can get real mine craft please let me save my work then I'll give you 5 stars,false
131,Was fun Seems like after update you win 1 out of 100 spins.... which isn't enough money.... and I refuse to pay real money for fake money.... still nice concept though,false
132,"Fruit nothing I click on the game, it opens, I chose the game, and nothing. It opens but I can't move a thing. I tried sliding the fruit, clicking it and then clicking where it needs to go and it will not move. Is there a secret to it ",false
133,"Unbearably laggy Inexcusable performance, lag makes entire game unplayable. Nvidia Shield tablet",false
134,"Doesn't work Stock lollipop nexus 7 2013. Will not open at all, needs an update.",false
135,Adds galore Whatta shame. Looks like a good app. Shame that the pop ups wlways interrupt.,false
136,Hate it It was not unlocked next level and it was boring game,false
137,App going downhill Every call I make spawns multiple recordings on this app now. Sometimes it record sometimes it doesn't but a 30 minute phone call will have multiple Recordings most with nothing in them sucks now,false
138,Hybrid app and looks like it. Webview flickers. The touch isn't natural. Could do much much better.,false
139,"Inaccurate 80 I know its not easy to predict the weather, but it changes every other min, and seems like yalls guess is as a good as mine.",false
140,It was so good before. I uninstalled before. Now that i reinstalled it I can't restore my purchase and there are no keyboard sounds when I tap the screen during songs. The game just turned dull and uninteresting now. Please fix these issues.,false
141,WHAT THE FK..... it's a very good and interesting game but.....only 6 free levels and then you have to pay rs 249 to play rest 19 levels.,false
142,"Won't work Sound but no picture, realised too late for a refund",false
143,"Love this game, but I recently got a new phone and even though I'm signed in it won't take me to the levels I was at before. Wtf",false
144,Suck we u play single player,false
145,Can't find city in Florida Uninstalled,false
146,Not good Nim buzz some times crashed and it don't work.my mean is most if the time,false
147,71715 Update. This game is wonderful. But the recent update has caused some problems. I can't log in. And it keeps saying that I need to try again when my network connection is stable. Please fix this problem as soon as possible.,false
148,The graphics stink like turds yeah poop rules,false
149,The balls touching each other Hate it,false
150,"Can't receive calls I can make calls.  I CANNOT receive calls.  Also, the number that is programmed on the app is a Malaysia phone number.  When I make a call, it's a Florida number.  Why, why does it have to be so difficult",false
151,"Huge file, quick game The file size is way too large for a game so quick and simple. It its fun enough, but playing to 1M if practically pointless and 2M shouldn't be the most. Add 3 to 5 for at least another star.",false
152,It crashes all the time,false
153,No love it This game sucks,false
154,Bug Keeped flickering to a blank gray screen an will no longer mark either  x  or o . Froze,false
155,"Crashes upon opening Please help Game looks so fun and i purchased it, but every time i try to open it, the game immediately crashes",false
156,"Critical error License check error every time I paid for this, please fix",false
157,There's no controls plus they do what they want do not download or spend money on this ,false
158,New Version Is Useless Limited Function Bring back the old one,false
159,Love the game BUT..... Love the always will but theirs no obvious way to mute sounds I like to listen to alot of podcast while I play this is impossible as far as I can see currently,false
160,Payment failed You should consider linking to Google Wallet,false
161,Don't get it It is the worst game that I have played it doesn't even let u play it properly. Like u start then it just gets u through the games level plus it has so much adds so u can't even see half of the letters so do NOT get it.seriously.,false
162,Waste of time Its totally a waste of time game I don't know y u make such a games and waste your time too guys pls don't waste your time in this type of games,false
163,"So many apps Like your all apps but all separate apps use too much space and cpu,please bundle these all cm family apps in one single app only",false
164,Doesn't work on my note 4,false
165,"Love the app but Loved the demo, completely sold me on an incredibly glitchy 1.50. Kinda disappointed.",false
166,cant upload it ,false
167,Doesn't work Can't transfer data at all,false
168,"Nothing shows, says no internet connection Usinga a high speed network but app shows everywhere that i dont have net connection or wifi...",false
169,Not for children younger than 4,false
170,"After update my daily challenge don't update , just shows problems to connect to internet. Annoying. Says I got 20 corns for playing, buts adds 0",false
171,"  .. The worst Shredder version for android..ChessGenius is 100 times BETTER.    2011..   ..     ,     .    .",false
172,Ful,false
173,Hated it,false
174,"Fails on the most basic task ... which is to display comics, because the screen keeps turning off while reading. Which makes the app mostly unusable unless you enjoy manually activating the screen every few seconds.",false
175,Bugfull Lot of bug exist in the game..also screen size is not aligned. Please update bug free virson...,false
176,I love it It it is so cool that I got 5698 as my score is that cool I think it is so get this game because it is so cool   who whoever don't get this game they are lame and if u play this game you arr so cool right in my opinion,false
177,Won't download,false
178,"Where is Everest Bought this for my daughter as she loves Everest, it says it is there but where Happy to change review when that part of the app is there",false
179,"Accelerometer problems Funish game with great graphics, but the accelerometer will flip mid game for no reason. Entirely frustrating and disappointing. Ruins the experience.",false
180,"Try Too many adds. Stuck on level, 100 boring",false
181,"Losing when I'm winning... Make no sense how in tournaments when I'm leading I end up losing and lose ALL of my tokens. I play my cars right, I get rid of All the big cards and still lose Yeah this game is RIGGED",false
182,Can't play on my Samsung galaxy pro tab 3 Freezes at 20 and won't load,false
183,Very nice Mujhe math bor lagata Han lekin yah APS achha hain,false
184,QR code scanner Will not work would not even let me scan the QR codesI tried to scan a  Pokmon QR code but it still would not work,false
185,"Sonic runs way too fast. I can't explore the upper parts of the level cause sonic is running so fast, I have no time to figure out a way up there. The game is a big blur",false
186,Good game but ... I wish you could make it so you can play online with other people for coins  and to have guidelines,false
187,Ad packed annoyance 1 long as before apple actually opens.  2 ads per level... Annoying. Uninstalled.,false
188,love it when it works The last couple months the server has been playing up a lot and there has been constant disconnections from games.  Extremely frustrating when u can't connect back to the same game. Fix connection crashes.,false
189," My god, this game wont download it says insufficient space on external storage. Does the same for other Gameloft games.",false
190,Crash crash crash Crashes more than an icey freeway in a fog Thumbs down,false
191,7192015 update still crashed IT STILL won't even open please fix I am on android 5.0 on a galaxy S5 it was so great but now it just keeps crashing,false
192,Wish more stuff do on here,false
193,No work Tootely west mb,false
194,Waste of space 4 freaking mb on my phone taken by this app no one download it itz terrible,false
195,Disappointing Monotonous and dry. Strategy often takes back seat to simple luck..,false
196,What's with your seating configuration It's not loading. Big inconvenience App sucks,false
197,The worst game I hated  they don't  even have good cars plus every single time I play it a car bumps into me . so you better  not install it,false
198,"Stupid and disappointing Awful awful story. The actual puzzle solving is good but the end is just so disappointing, as I I can't believe that's it with many expletives thrown in.  Should have saved my money. Good app if it was free.",false
199,Nope Doesn't work on my tv and the app pops up with ads that you have to click just to get them off the screen. Not worth your time,false
200,Spider solitaire Cards are too hard to move,false
201,I need a refund I wasted all of my Google play money for an app I can't even install bs,false
202,"Sucks Lock me out of my phone is due stupid , oh wait  just said  error enabling LOCK OUT now can't get in it also shocks me when I try to unlock it ...OUCH ",false
203,"THE UPDATE It CAN'T LOAD ANY PICTURES DUE TO THE UPDATE  HOW PLEASE AT LEAST ATEMPT TO FIX YOUR ISSUES IN THE UPDATE, HORRID UPDATE DEVELOPERS, HORRID",false
204,Uhh... How 2 open it  It isnt playing........,false
205,"I will go to 5 stars if you can answer this I had 5 millon 20 coins as saving to get gold ninja, but the next day, TODAY I CHECKED AMD ONLY HAD 2 MILLION WTF",false
206,"Its okay nothing worth talking about Will see if it gets better, graphics suck, pointer sticks a times",false
207,Crashing simulator Okie.... I need help. Its selling my equipped items And crashes  Crashes every time... Please fix I believe in you guys If I can't sell my items makes me not want to play it even if its the best game on market...,false
208,Stuck Stuck on level 10 who is that,false
209,"Ads, ads.... No go",false
210,Avinstallerer seg selv Programmet avinstallerer seg selv hele tiden.,false
211,Not good The game sucked,false
212,"It keeps foreclosing after every phase. I didn't pay my money just for it to foreclose every phase. Five,stars,when fixed",false
213,Does not work on Nexus 6,false
214,Not working I press on the game icon and it doesn't want to work it keeps on going back to my home screen hope I don't lose my pets and house's,false
215,,false
216,Read What is the use of without address or mobile number,false
217,Used to be great now dosen't work Was a big fan of br but the app has stopped opening. Everytime it says no internet. And when it does work1out of 10 times the comments wont load. Please fix this br.,false
218,Not working when downloaded My sister plays this game not me. I just came from downloading it now and it says singstar mic has stopped.                                    It makes her ANGRY,false
219,Falltu Holy waste of time,false
220,Sucks,false
221,cheap n best,false
222,The  time  is  very  less  and  pronunciation  is  bad,false
223,"Very poor. Not good on Oppo N3 5.5 screen, glitches a lot. Graphics are poor.",false
224,Doesn't open Throws a marmalade error for opengllt and hangs on the Sims beginning screen. Wish I could get a refund.,false
225,"Too unreliable Wasn't too bad to start with, but I've had enough of the tiles jumping around and leaving me having a forfeit when the timer runs out. Uninstalling it",false
226,Rip off Credit info is missing and outdated. My report didn't have account payment history for the last 4 months... how does that help Plus my contact details and employment history are 5 years out of date I want my money back,false
227,Almost perfect. I can't seem to find an option for left handed players. Bummer.,false
228,Not opening It doesn't work at all.all it does is open then closes,false
229,Won't load It was fine before the latest update but now won't load at all. I would really hate to delete the app because it was working so perfectly before.,false
230,Bad connection Free call to US yes free but most of it go to Voice mail .everyday tried to call but no luck always recording voice mail .The bad signal lost  connection  when in BTW  the call  .Frustrating everytime  call .,false
231,the latest update causes the phone to crash when dropping hats fix these issues please,false
232,"Can't login Useless app, can't login even after resetting my password.",false
233,Favorite Love this free cell All others I tried have a clumsy interface. They also make it too hard to win. So glad I found this one.,false
234,Sweet girl Why do we need to pay money for the stores,false
235,"Could be much better Not very much going on, games take too long and gets boring quickly.  Needs more strategy, troop types etc. Tutorial is rubbish.",false
236,"Very poor indeed Downloaded this app thinking, great However there were three of us skiing the exact same runs and somehow managed completely different results even though we were almost copying each other on the runs. Unreliable and waste of money.",false
237,"Wtf update D pad is wayyyyy too big why change it, square Enix has no idea what they're customers want",false
238,"Randomly starts in the background Since the last update, I will hear random audio playing even when my device is in standby.  Came to find out when twitch is open in the background it will randomly start.  Scared me at first.",false
239,Nice concept but touchscreen fail on Galaxy note 2014 10.1 I liked the concept but this doesn't work properly the UI prevents me processing past the tutorial first steps due to buggy touchscreen on my galaxy note 10.1 2014 edition. Refunding.,false
240,"Good app if your area is listed Seen a lot of cities on the list... which is cool, but I have issue with not being able to request areas andor be able to imput the codes yourself. I my own worse enemy by not checking things out before purchasing.",false
241,"Its getting BORING Fifa 15 on Android has became something i cant even talk about ,whiles our companions in IOS get to play online and all those stuffs, we get an update to change balls in Simulation mode",false
242,DOWNLOAD GOLF FRONTIER ITS BETTER Developer BURIED my comment because his app is CRAP DOWNLOAD GOLF FRONTIER IT WORKS FLAWLESSLY FOR FREE This app doesnt have courses updated and gives wrong distance info. Galaxy Note 3,false
243,Horibble The free app is much better,false
244,App doesn't work Downloaded on Sony Xperia z1 compact. No functions worked at all.,false
245,Boring It's just for time pass,false
246,Only first mission is completing after that it stuck's in single window Only first mission is completing after that it stuck's in single window,false
247,Still doesn't work 4 updates now. Can we at least get a status update We have no idea if it's even being looked at,false
248,"Meh. Ok spill, horribelt stygt UI.",false
249,There are no free hints..  Suggestion  the jackpot should pop up automatically for the hints coz i cannot find it to roll ...,false
250,"Really slow feed update Devs, could you please answer why updating feed is such a slow process It takes around 1 minute and it's just no good. Running kitkat with ART.",false
251,rude this is wrong becuas show ing the pics with the jokes is bad A LOT OF PEOPLE COULD TAKE IT RONG AND FEEL BAD ABOUT THEMSELVES,false
252,Nothing New May as well delete them no new updates since it was made,false
253,This app is bull The only thing free about this app is the download.  You need to pay just to see who want to meet you.  Just be straight forward and charge in the beginning.  LIES ALL LIES,false
254,Bonus and scatters are very rare Uses all you credits at a fast rate with no bonus or scatter.,false
255,Hate it worst game ever it crashes if I get 1 wrong,false
256,Little rewards. It drags on...,false
257,Bad app Downloaded but pop up comes up and won't go off so I can't see the screen to play,false
258,"I hate this game . You have to pay for the horse cleaning thing , and everything else . Don't get this game , but if you want to pay for it then do it .",false
259,Please fix or refund Nexus 6 won't launch,false
260,"Worked fine up until the update The update messed up my game. I try to run it, but just went to a black screen. Nothing.shame on you rockstar....SHAME",false
261,Bummer Thank goodness for the refund button.  I do appreciate that feature,false
262,Controls The controls are way too hard,false
263,What the heck If I wanted an app that had a black screen when I opened it I would have turned off my phone. And that would have been free.,false
264,Don't install Very bad bad game.  Please remove from play store this game,false
265,it doesn't work at all don't use this app this is stupid and it never ever worked on my phone so yeah it doesn't work.,false
266,Glitchy Not what I expected at all I normally like cartoon network that's why I downloaded it but wasn't good at all,false
267,Requires internet signal. Will not work by GPS alone.,false
268,Unrealistic cops always right on you and only you. Cars appear right in front of you and they handle horribly. I want all my money back. Ea is not willing to do anything about it. I have been an Ea customer since need for speed II in 1997.,false
269,It's not letting  everyone verify root,false
270,This game is not all that Its hard who ever is reading this I'm telling you don't play it,false
271,Slow glitches Its too slow im definitely in installing,false
272,I don't like,false
273,Kamal When I try to open 8 months option I found it completely dark.,false
274,Jungle marble The game has a problem that needs fixing. Marble not lining up as they should also coming from the wrong end.,false
275,"Cute, fun game but problematic pay design Even if you have infinite honey, you can only earn a few coins per day and you really need those powerful bears to be awake for Chapter 3.",false
276,All black As others have commented all black screen after logo. Unable to play at all. Real shame as all the other apps my daughter loves.,false
277,Started of good Can't go into town map anymore it gives me a black screen and stays there I paid money for app fix it now Or refund me Thanks I'll give 5 stars when fixed zte majesty 4.1.3 android,false
278,Used to be great I  downloaded this app for my granddaughter. Worked great on my old phone. Now all it does is immediately crash,false
279,"Okay It was fun at first, and everything was going nicely until in the animal kingdom it would not let me choose the word clam,",false
280,Stupid I cant get in the game when I try to play the screen just stays black,false
281,Sucks Game is designed to deal out wins and losses. Determined to achieve a percentage of wins or loses. No random deals.,false
282,great more historical years but when I would try to play my favorite dynasty it would load and the game would crash so I couldn't play it,false
283,No... just..... no,false
284,Do not download this...ever It's literally unplayable,false
285,Ads and only hindi Annoyed by ads and most of the questions are Hindi.,false
286,My and i love this game because my son can learn how to do house list,false
287,Season mode Every update the season heads don't change it stays with this beach ball its so annoying.,false
288,Won't work,false
289,I use to love it Was great but now won't open for me. And keeps crashing,false
290,Glichy The game is so glichy when I mine it doesn't mine the block and I'm glitching in the ground,false
291,"i can't see my favorite forecast sets Guys, thanks for the app. A comment i have is why don't you give the option to see our custom forecast sets I can't imagine why you didn't do it and if you've done then its not obvious to find it",false
292,N,false
293,"Meh... Could of been better for a dub step app I went through all the sets and there are no drops... Not a single one, its pretty disapointing",false
294,"Keeps Rejecting my Ads I've tried posting various ads but it gets rejected, saying that it's not allowed.",false
295,I know for a fact that I have a virus. But this app says that I'm good. B.S It looks to only scan apps,false
296,"Gotten Boring With no addtional objectives added in such a long time there is nothing left to play for. With 10 million plus coins and over 3000 gems, what's they're left to try for.",false
297,"I loved it,,installed played all day got to level 52 went to bed got up tapped app and its still loading been loading for 45 minutes guess I'll uninstall and move on and that sucks cool game",false
298,An ad Yep their end is ruined by an advertisement built into the plot. Don't waste your time.,false
299,"Doesnt work, again Won't run compass or speed on my droid turbo",false
300,Ads The ads. You dont need ads where your going to have the answer this is redundant. I would have given it a 5 star,false
301,Automatically screen rotates... After opening app the screen rotates automatically... Please fix it.,false
302,I hate it... U jst need to tap d phone when two circles met. Nothng more than it...,false
303,Can't win know matted what. I'm  not crazy enough to buy fake money just so I can lose it.,false
304,"Too many connection problems... I haven't been able to connect to play online once since buying. Single player works fine and I love how it plays, but the AI is too easy. Please fix your multiplayer",false
305,Black screen I can see the letters names etc. But the screen is all black. Please fix this,false
306,Play with friends not working My friend tried to join my game and it said I had a game ready so she clicked it and waited for the game to start but it said there was a server error after about a minute... Plz fix and I'll rate 5 stars,false
307,Great game Unenjoyable though Really awesome realistic mechanics instead of classic button mashing which I'm better at..probably Great stuff but difficult unless you pay for everything in the game.,false
308,"Shutdowns Good game, but a long wait to boot was always an issue. And now, after an update today, it just refuses to start. Gave up without playing a ball after half a dozen restarts in 15 minutes. Get it back on its feet Nautilus",false
309,"Look, you need to fix the glitches and if you do, I will give you five stars",false
310,STILL NO FIX.... Drop another starr. Last update for tablet have connection issue. 610 played game got disconected which only 50 rate of getting reconected. Fix please. I am a royal paying customer.,false
311,They lied There is no multiplayer Isn't this false advertisement,false
312,"Abandoned... Was good app at one time, but has been abandoned by the dev. Hasn't been updated in 2 years... Waste of time and money now.",false
313,omg i thought it was a great game  i unistalled it   i erased like everything on my phone to download it i couldn't get anything...  i hated it there is of course better thanks,false
314,Great but.... Its great but it keeps turning off a shuting down my tablet. I payed 2.99 and I want to play it Please fix or tell me how to fix it,false
315,STUPID I agree with Emily Peterson it's completely fake and a waist of time IT'S A RIPOFF,false
316,Totally west of time and MB,false
317,Frequently crashes I don't know what happened in your recent updates but the game freezes CONSTANTLY now. I never had this problem before. I hope this can be fixed soon because you lose EVERYTHING when it happens.,false
